EVENT,BOUT,FIGHTER,KD,SIG.STR._L,SIG.STR._A,TOTAL STR._L,TOTAL STR._A,TD_L,TD_A,SUB.ATT,REV.,CTRL_sec,BOUT_N,FIGHTER_N,EVENT_N,RESULT,WEIGHTCLASS,METHOD,ROUND_END,TIME_END,TIME FORMAT,REFEREE,DETAILS,URL,GLOVE_WINDOW
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Nassourdine Imavov,1,112,189,154,248,0,0,1,0,232,Roman Dolidze vs. Nassourdine Imavov,Nassourdine Imavov,UFC Fight Night: Dolidze vs. Imavov,W,Middleweight Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/767ceb4a0cb43ade,1
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze vs. Nassourdine Imavov,Roman Dolidze,0,34,152,59,190,0,4,0,1,611,Roman Dolidze vs. Nassourdine Imavov,Roman Dolidze,UFC Fight Night: Dolidze vs. Imavov,L,Middleweight Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/767ceb4a0cb43ade,1
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Drew Dober,0,23,59,36,73,1,2,0,0,62,Renato Moicano vs. Drew Dober,Drew Dober,UFC Fight Night: Dolidze vs. Imavov,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/733e675fd7c0052a,1
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano vs. Drew Dober,Renato Moicano,0,23,42,142,177,3,6,0,0,633,Renato Moicano vs. Drew Dober,Renato Moicano,UFC Fight Night: Dolidze vs. Imavov,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/733e675fd7c0052a,1
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,Muslim Salikhov,0,10,22,10,22,0,0,0,0,0,Randy Brown vs. Muslim Salikhov,Muslim Salikhov,UFC Fight Night: Dolidze vs. Imavov,L,Welterweight Bout,KO/TKO ,1,3:17,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/af6d56860ba4d259,1
UFC Fight Night: Dolidze vs. Imavov,Randy Brown vs. Muslim Salikhov,Randy Brown,1,13,46,13,46,0,0,0,0,3,Randy Brown vs. Muslim Salikhov,Randy Brown,UFC Fight Night: Dolidze vs. Imavov,W,Welterweight Bout,KO/TKO ,1,3:17,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/af6d56860ba4d259,1
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Natalia Silva,0,38,128,65,157,0,1,0,0,0,Viviane Araujo vs. Natalia Silva,Natalia Silva,UFC Fight Night: Dolidze vs. Imavov,W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/7b1882dc76786d77,1
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo vs. Natalia Silva,Viviane Araujo,0,26,67,63,110,1,9,0,0,361,Viviane Araujo vs. Natalia Silva,Viviane Araujo,UFC Fight Night: Dolidze vs. Imavov,L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/7b1882dc76786d77,1
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov,Aliaskhab Khizriev,0,1,2,1,2,0,0,0,0,0,Aliaskhab Khizriev vs. Makhmud Muradov,Aliaskhab Khizriev,UFC Fight Night: Dolidze vs. Imavov,NC,Middleweight Bout,Could Not Continue ,1,0:11,3 Rnd (5-5-5),Herb Dean,eye injury,http://ufcstats.com/fight-details/415ea2520b7ba720,1
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev vs. Makhmud Muradov,Makhmud Muradov,0,1,1,1,1,0,0,0,0,0,Aliaskhab Khizriev vs. Makhmud Muradov,Makhmud Muradov,UFC Fight Night: Dolidze vs. Imavov,NC,Middleweight Bout,Could Not Continue ,1,0:11,3 Rnd (5-5-5),Herb Dean,eye injury,http://ufcstats.com/fight-details/415ea2520b7ba720,1
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina vs. Charles Radtke,Charles Radtke,2,30,47,33,51,0,0,0,0,8,Gilbert Urbina vs. Charles Radtke,Charles Radtke,UFC Fight Night: Dolidze vs. Imavov,W,Welterweight Bout,KO/TKO ,1,4:47,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/330d86bfaa4155fe,1
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina vs. Charles Radtke,Gilbert Urbina,0,16,38,16,38,0,1,0,0,5,Gilbert Urbina vs. Charles Radtke,Gilbert Urbina,UFC Fight Night: Dolidze vs. Imavov,L,Welterweight Bout,KO/TKO ,1,4:47,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/330d86bfaa4155fe,1
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,Diana Belbita,0,29,77,29,77,0,0,0,0,0,Molly McCann vs. Diana Belbita,Diana Belbita,UFC Fight Night: Dolidze vs. Imavov,L,Women's Strawweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount ,http://ufcstats.com/fight-details/d4ace70b3661ee6c,1
UFC Fight Night: Dolidze vs. Imavov,Molly McCann vs. Diana Belbita,Molly McCann,0,42,91,43,92,2,2,1,0,68,Molly McCann vs. Diana Belbita,Molly McCann,UFC Fight Night: Dolidze vs. Imavov,W,Women's Strawweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount ,http://ufcstats.com/fight-details/d4ace70b3661ee6c,1
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Azat Maksum,1,38,163,40,166,2,7,1,1,149,Azat Maksum vs. Charles Johnson,Azat Maksum,UFC Fight Night: Dolidze vs. Imavov,L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/ca7d61e167d7789c,1
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum vs. Charles Johnson,Charles Johnson,0,76,140,81,149,2,6,3,0,47,Azat Maksum vs. Charles Johnson,Charles Johnson,UFC Fight Night: Dolidze vs. Imavov,W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/ca7d61e167d7789c,1
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,Pete Rodriguez,0,0,5,0,5,0,0,0,0,0,Themba Gorimbo vs. Pete Rodriguez,Pete Rodriguez,UFC Fight Night: Dolidze vs. Imavov,L,Welterweight Bout,KO/TKO ,1,0:32,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/4cff9aeef3ac75c1,1
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo vs. Pete Rodriguez,Themba Gorimbo,1,12,18,12,18,0,1,0,0,5,Themba Gorimbo vs. Pete Rodriguez,Themba Gorimbo,UFC Fight Night: Dolidze vs. Imavov,W,Welterweight Bout,KO/TKO ,1,0:32,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/4cff9aeef3ac75c1,1
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,Blake Bilder,0,19,54,36,77,0,3,0,0,318,JeongYeong Lee vs. Blake Bilder,Blake Bilder,UFC Fight Night: Dolidze vs. Imavov,L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e1930496b33fa636,1
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee vs. Blake Bilder,JeongYeong Lee,0,49,82,75,121,2,3,0,0,269,JeongYeong Lee vs. Blake Bilder,JeongYeong Lee,UFC Fight Night: Dolidze vs. Imavov,W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e1930496b33fa636,1
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Julija Stoliarenko,0,16,59,21,68,1,5,3,0,227,Luana Carolina vs. Julija Stoliarenko,Julija Stoliarenko,UFC Fight Night: Dolidze vs. Imavov,L,Women's Flyweight Bout,KO/TKO ,3,4:52,3 Rnd (5-5-5),Eric McMahon,Punches to Head From Side Control ,http://ufcstats.com/fight-details/c28d40498150de90,1
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina vs. Julija Stoliarenko,Luana Carolina,0,66,136,138,230,2,3,0,0,327,Luana Carolina vs. Julija Stoliarenko,Luana Carolina,UFC Fight Night: Dolidze vs. Imavov,W,Women's Flyweight Bout,KO/TKO ,3,4:52,3 Rnd (5-5-5),Eric McMahon,Punches to Head From Side Control ,http://ufcstats.com/fight-details/c28d40498150de90,1
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,Landon Quinones,0,55,149,78,176,1,3,0,0,124,Landon Quinones vs. MarQuel Mederos,Landon Quinones,UFC Fight Night: Dolidze vs. Imavov,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/e396c509fb47b037,1
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones vs. MarQuel Mederos,MarQuel Mederos,0,60,146,74,165,0,5,0,0,253,Landon Quinones vs. MarQuel Mederos,MarQuel Mederos,UFC Fight Night: Dolidze vs. Imavov,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/e396c509fb47b037,1
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Jamal Pogues,0,65,124,66,125,0,0,0,0,4,Thomas Petersen vs. Jamal Pogues,Jamal Pogues,UFC Fight Night: Dolidze vs. Imavov,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/df9847839c73a678,1
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen vs. Jamal Pogues,Thomas Petersen,0,58,86,116,153,1,6,0,0,167,Thomas Petersen vs. Jamal Pogues,Thomas Petersen,UFC Fight Night: Dolidze vs. Imavov,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/df9847839c73a678,1
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Dricus Du Plessis,0,137,354,140,358,6,11,0,0,128,Sean Strickland vs. Dricus Du Plessis,Dricus Du Plessis,UFC 297: Strickland vs. Du Plessis,W,UFC Middleweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/14e53999507c76a7,1
UFC 297: Strickland vs. Du Plessis,Sean Strickland vs. Dricus Du Plessis,Sean Strickland,0,173,408,183,419,0,0,0,0,0,Sean Strickland vs. Dricus Du Plessis,Sean Strickland,UFC 297: Strickland vs. Du Plessis,L,UFC Middleweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/14e53999507c76a7,1
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Mayra Bueno Silva,0,69,88,96,118,3,9,3,0,538,Raquel Pennington vs. Mayra Bueno Silva,Mayra Bueno Silva,UFC 297: Strickland vs. Du Plessis,L,UFC Women's Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,http://ufcstats.com/fight-details/faf15b752fb8924c,1
UFC 297: Strickland vs. Du Plessis,Raquel Pennington vs. Mayra Bueno Silva,Raquel Pennington,0,134,201,265,342,1,3,2,2,688,Raquel Pennington vs. Mayra Bueno Silva,Raquel Pennington,UFC 297: Strickland vs. Du Plessis,W,UFC Women's Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,http://ufcstats.com/fight-details/faf15b752fb8924c,1
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Mike Malott,0,45,67,100,128,4,6,0,0,362,Neil Magny vs. Mike Malott,Mike Malott,UFC 297: Strickland vs. Du Plessis,L,Welterweight Bout,KO/TKO ,3,4:45,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Mount ,http://ufcstats.com/fight-details/97817609ed46baa0,1
UFC 297: Strickland vs. Du Plessis,Neil Magny vs. Mike Malott,Neil Magny,0,57,102,110,159,1,2,0,0,107,Neil Magny vs. Mike Malott,Neil Magny,UFC 297: Strickland vs. Du Plessis,W,Welterweight Bout,KO/TKO ,3,4:45,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Mount ,http://ufcstats.com/fight-details/97817609ed46baa0,1
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Chris Curtis,0,140,258,144,262,0,0,0,0,0,Chris Curtis vs. Marc-Andre Barriault,Chris Curtis,UFC 297: Strickland vs. Du Plessis,W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/ba5005d1116fa45f,1
UFC 297: Strickland vs. Du Plessis,Chris Curtis vs. Marc-Andre Barriault,Marc-Andre Barriault,0,122,243,124,245,0,0,0,0,0,Chris Curtis vs. Marc-Andre Barriault,Marc-Andre Barriault,UFC 297: Strickland vs. Du Plessis,L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/ba5005d1116fa45f,1
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Arnold Allen,0,59,140,61,143,0,0,1,0,3,Arnold Allen vs. Movsar Evloev,Arnold Allen,UFC 297: Strickland vs. Du Plessis,L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/1a7cd191f0cf160c,1
UFC 297: Strickland vs. Du Plessis,Arnold Allen vs. Movsar Evloev,Movsar Evloev,0,51,118,72,141,5,17,0,0,211,Arnold Allen vs. Movsar Evloev,Movsar Evloev,UFC 297: Strickland vs. Du Plessis,W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/1a7cd191f0cf160c,1
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Brad Katona,0,64,155,76,172,4,9,0,0,275,Brad Katona vs. Garrett Armfield,Brad Katona,UFC 297: Strickland vs. Du Plessis,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/670e4754d8d3d172,1
UFC 297: Strickland vs. Du Plessis,Brad Katona vs. Garrett Armfield,Garrett Armfield,0,105,168,130,193,0,1,0,0,0,Brad Katona vs. Garrett Armfield,Garrett Armfield,UFC 297: Strickland vs. Du Plessis,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/670e4754d8d3d172,1
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Charles Jourdain,0,60,156,78,175,0,4,1,0,118,Charles Jourdain vs. Sean Woodson,Charles Jourdain,UFC 297: Strickland vs. Du Plessis,L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/331ddc1141e934d1,1
UFC 297: Strickland vs. Du Plessis,Charles Jourdain vs. Sean Woodson,Sean Woodson,0,80,168,102,193,1,3,0,0,39,Charles Jourdain vs. Sean Woodson,Sean Woodson,UFC 297: Strickland vs. Du Plessis,W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/331ddc1141e934d1,1
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Ramon Taveras,1,62,147,62,148,0,0,0,0,6,Serhiy Sidey vs. Ramon Taveras,Ramon Taveras,UFC 297: Strickland vs. Du Plessis,W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/43d90683078fcee5,1
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey vs. Ramon Taveras,Serhiy Sidey,0,79,226,81,229,0,4,0,0,24,Serhiy Sidey vs. Ramon Taveras,Serhiy Sidey,UFC 297: Strickland vs. Du Plessis,L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/43d90683078fcee5,1
UFC 297: Strickland vs. Du Plessis,Gillian Robertson vs. Polyana Viana,Gillian Robertson,0,23,39,49,91,2,2,1,0,366,Gillian Robertson vs. Polyana Viana,Gillian Robertson,UFC 297: Strickland vs. Du Plessis,W,Women's Strawweight Bout,KO/TKO ,2,3:12,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control ,http://ufcstats.com/fight-details/dff2685afd98ed9e,1
UFC 297: Strickland vs. Du Plessis,Gillian Robertson vs. Polyana Viana,Polyana Viana,0,12,41,33,66,0,0,0,0,27,Gillian Robertson vs. Polyana Viana,Polyana Viana,UFC 297: Strickland vs. Du Plessis,L,Women's Strawweight Bout,KO/TKO ,2,3:12,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control ,http://ufcstats.com/fight-details/dff2685afd98ed9e,1
UFC 297: Strickland vs. Du Plessis,Yohan Lainesse vs. Sam Patterson,Sam Patterson,0,5,10,5,10,1,1,1,0,41,Yohan Lainesse vs. Sam Patterson,Sam Patterson,UFC 297: Strickland vs. Du Plessis,W,Welterweight Bout,Submission ,1,2:03,3 Rnd (5-5-5),Brian Beauchamp,Rear Naked Choke ,http://ufcstats.com/fight-details/a10e2d5416972b9c,1
UFC 297: Strickland vs. Du Plessis,Yohan Lainesse vs. Sam Patterson,Yohan Lainesse,0,1,9,1,9,0,0,0,0,5,Yohan Lainesse vs. Sam Patterson,Yohan Lainesse,UFC 297: Strickland vs. Du Plessis,L,Welterweight Bout,Submission ,1,2:03,3 Rnd (5-5-5),Brian Beauchamp,Rear Naked Choke ,http://ufcstats.com/fight-details/a10e2d5416972b9c,1
UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius vs. Priscila Cachoeira,Jasmine Jasudavicius,1,93,120,326,398,2,5,3,0,685,Jasmine Jasudavicius vs. Priscila Cachoeira,Jasmine Jasudavicius,UFC 297: Strickland vs. Du Plessis,W,Women's Bantamweight Bout,Submission ,3,4:21,3 Rnd (5-5-5),MathewRocca,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/7736eb6bd5c1ff4a,1
UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius vs. Priscila Cachoeira,Priscila Cachoeira,0,24,50,26,52,0,0,0,0,5,Jasmine Jasudavicius vs. Priscila Cachoeira,Priscila Cachoeira,UFC 297: Strickland vs. Du Plessis,L,Women's Bantamweight Bout,Submission ,3,4:21,3 Rnd (5-5-5),MathewRocca,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/7736eb6bd5c1ff4a,1
UFC 297: Strickland vs. Du Plessis,Malcolm Gordon vs. Jimmy Flick,Jimmy Flick,0,3,7,7,11,1,4,4,0,67,Malcolm Gordon vs. Jimmy Flick,Jimmy Flick,UFC 297: Strickland vs. Du Plessis,W,Flyweight Bout,Submission ,2,1:17,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/ab105e5a56b5ee90,1
UFC 297: Strickland vs. Du Plessis,Malcolm Gordon vs. Jimmy Flick,Malcolm Gordon,0,37,70,74,116,1,1,1,0,253,Malcolm Gordon vs. Jimmy Flick,Malcolm Gordon,UFC 297: Strickland vs. Du Plessis,L,Flyweight Bout,Submission ,2,1:17,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/ab105e5a56b5ee90,1
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev vs. Johnny Walker,Johnny Walker,0,24,71,26,73,0,0,0,0,0,Magomed Ankalaev vs. Johnny Walker,Johnny Walker,UFC Fight Night: Ankalaev vs. Walker 2,L,Light Heavyweight Bout,KO/TKO ,2,2:42,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2b407019b2a5c15,1
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev vs. Johnny Walker,Magomed Ankalaev,1,39,58,39,58,0,0,0,0,5,Magomed Ankalaev vs. Johnny Walker,Magomed Ankalaev,UFC Fight Night: Ankalaev vs. Walker 2,W,Light Heavyweight Bout,KO/TKO ,2,2:42,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2b407019b2a5c15,1
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller vs. Gabriel Benitez,Gabriel Benitez,0,80,182,84,188,0,0,0,0,1,Jim Miller vs. Gabriel Benitez,Gabriel Benitez,UFC Fight Night: Ankalaev vs. Walker 2,L,Lightweight Bout,Submission ,3,3:25,3 Rnd (5-5-5),Dan Miragliotta,Neck Crank From Back Control ,http://ufcstats.com/fight-details/640f2ae3995b3b4f,1
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller vs. Gabriel Benitez,Jim Miller,0,80,140,96,157,2,2,1,0,235,Jim Miller vs. Gabriel Benitez,Jim Miller,UFC Fight Night: Ankalaev vs. Walker 2,W,Lightweight Bout,Submission ,3,3:25,3 Rnd (5-5-5),Dan Miragliotta,Neck Crank From Back Control ,http://ufcstats.com/fight-details/640f2ae3995b3b4f,1
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon vs. Mario Bautista,Mario Bautista,0,112,270,118,276,0,3,0,0,14,Ricky Simon vs. Mario Bautista,Mario Bautista,UFC Fight Night: Ankalaev vs. Walker 2,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/a8239866e1222eae,1
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon vs. Mario Bautista,Ricky Simon,0,45,108,52,115,2,13,0,0,180,Ricky Simon vs. Mario Bautista,Ricky Simon,UFC Fight Night: Ankalaev vs. Walker 2,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/a8239866e1222eae,1
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes vs. Brunno Ferreira,Brunno Ferreira,1,19,43,24,49,1,4,0,0,97,Phil Hawes vs. Brunno Ferreira,Brunno Ferreira,UFC Fight Night: Ankalaev vs. Walker 2,W,Middleweight Bout,KO/TKO ,1,4:55,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/d0d99889c6abd8e1,1
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes vs. Brunno Ferreira,Phil Hawes,0,13,27,13,28,0,1,0,0,0,Phil Hawes vs. Brunno Ferreira,Phil Hawes,UFC Fight Night: Ankalaev vs. Walker 2,L,Middleweight Bout,KO/TKO ,1,4:55,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/d0d99889c6abd8e1,1
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski vs. Waldo Cortes-Acosta,Andrei Arlovski,0,58,127,58,127,0,0,0,0,0,Andrei Arlovski vs. Waldo Cortes-Acosta,Andrei Arlovski,UFC Fight Night: Ankalaev vs. Walker 2,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6f13fe34cb3ca906,1
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,0,49,136,50,137,0,0,0,0,0,Andrei Arlovski vs. Waldo Cortes-Acosta,Waldo Cortes-Acosta,UFC Fight Night: Ankalaev vs. Walker 2,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6f13fe34cb3ca906,1
